year,ref_number,utm_easting,utm_northing,num_vehicles,num_casualties,accident_date,time,time_mins,first_road_class,road_surface,lighting_conditions,weather_conditions,casualty_class,casualty_severity,casualty_sex,casualty_age,vehicle_type
2012,120529310,424577,435154,2,1,12/05/12,1614,974,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,62,9
2013,130114717,427611,441659,2,1,3/16/13,1614,974,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,38,1
2009,937609,429325,431939,1,1,11/11/09,1613,973,1,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Serious,Male,25,8
2011,110112949,433882,435070,2,1,3/09/11,1613,973,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,41,9
2013,130117602,435811,428220,2,1,3/18/13,1613,973,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Slight,Male,63,9
2013,130453261,430107,430931,4,3,11/03/13,1613,973,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,26,9
2013,130453261,430107,430931,4,3,11/03/13,1613,973,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,21,9
2013,130453261,430107,430931,4,3,11/03/13,1613,973,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,20,9
2013,130289312,444753,432818,1,1,7/13/13,1612,972,2,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,69,9
2010,10CA0003307,427139,426476,1,2,4/28/10,1611,971,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,46,3
2010,10CA0003307,427139,426476,1,2,4/28/10,1611,971,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,18,3
2009,155709,421574,440869,1,1,2/25/09,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,77,11
2009,359309,431083,429661,1,1,5/06/09,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,5,9
2009,363709,428457,429079,2,1,5/07/09,1610,970,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,37,9
2009,413809,432174,434628,2,3,5/24/09,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,25,11
2009,413809,432174,434628,2,3,5/24/09,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,43,11
2009,413809,432174,434628,2,3,5/24/09,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,51,11
2009,642909,428469,435181,1,1,8/04/09,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,17,11
2009,686909,430130,437782,2,1,8/13/09,1610,970,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,8,1
2009,687909,430754,433456,2,2,8/25/09,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,27,9
2009,687909,430754,433456,2,2,8/25/09,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,25,9
2009,840309,426339,431703,2,2,10/13/09,1610,970,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,34,2
2009,840309,426339,431703,2,2,10/13/09,1610,970,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,27,8
2009,850109,440031,439603,2,1,10/16/09,1610,970,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,25,5
2010,10AA0001102,419983,446454,1,1,2/05/10,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,12,9
2010,10MU0002013,430829,430567,2,1,3/08/10,1610,970,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,48,9
2010,10AA0002507,426446,435335,3,2,4/06/10,1610,970,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,45,9
2010,10AA0002507,426446,435335,3,2,4/06/10,1610,970,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,21,9
2010,10AA0003869,426181,433583,2,1,5/19/10,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,23,9
2010,10BA0003812,435392,435918,2,1,5/22/10,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,5,1
2010,10BA0004125,429102,438945,3,2,6/05/10,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,27,90
2010,10BA0004125,429102,438945,3,2,6/05/10,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,58,9
2010,10MU0004418,428665,431580,2,1,6/11/10,1610,970,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,47,9
2010,10CA0004581,431255,425990,1,1,6/24/10,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,8,9
2010,10BA0004804,432155,435617,2,2,7/02/10,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,45,9
2010,10BA0004804,432155,435617,2,2,7/02/10,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,14,9
2010,10AA0004934,422387,432648,2,1,7/03/10,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,9,1
2010,10AA0005222,424370,438738,2,2,7/21/10,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,35,9
2010,10AA0005222,424370,438738,2,2,7/21/10,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,12,1
2010,10BA0005378,433351,436236,1,1,7/29/10,1610,970,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,1,11
2010,10BA0005746,432851,435517,2,1,8/31/10,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,21,3
2010,10MU0006456,430274,431964,2,1,10/12/10,1610,970,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,30,9
2010,10BA0056566,435385,435721,2,1,11/25/10,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,44,9
2010,10AA0555582,420257,434231,2,1,12/31/10,1610,970,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,58,9
2011,110071115,418990,444835,2,1,2/12/11,1610,970,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,36,9
2011,110092631,426478,438024,2,1,2/25/11,1610,970,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,57,1
2011,110172409,430231,435116,2,1,4/13/11,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,45,9
2011,110196774,427430,432847,2,1,4/29/11,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,63,9
2011,110425782,429147,431735,2,1,9/15/11,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,19,1
2011,110446159,435907,425850,2,1,9/27/11,1610,970,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,18,9
2011,110460903,423818,434257,1,1,10/07/11,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,70,11
2011,110551121,436853,428983,2,3,12/01/11,1610,970,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,60,9
2011,110551121,436853,428983,2,3,12/01/11,1610,970,3,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Male,79,9
2011,110551121,436853,428983,2,3,12/01/11,1610,970,3,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,76,9
2011,110589703,436932,433618,2,1,12/28/11,1610,970,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,50,9
2011,110589857,443541,438291,3,1,12/28/11,1610,970,2,Wet / Damp,Daylight: street lights present,Raining with high winds,Vehicle or pillion passenger,Slight,Male,21,9
2012,120009634,429209,436676,1,1,1/07/12,1610,970,4,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,24,9
2012,120014564,422873,439311,3,2,1/10/12,1610,970,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,30,9
2012,120014564,422873,439311,3,2,1/10/12,1610,970,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,58,9
2012,120048073,435462,437288,3,2,1/31/12,1610,970,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Female,87,9
2012,120048073,435462,437288,3,2,1/31/12,1610,970,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,31,9
2012,120055144,430557,435284,2,1,2/04/12,1610,970,6,Snow,Daylight: street lights present,Snowing without high winds,Vehicle or pillion passenger,Slight,Female,49,9
2012,120201207,424228,433967,3,2,5/08/12,1610,970,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,24,9
2012,120201207,424228,433967,3,2,5/08/12,1610,970,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,28,11
2012,120223830,432477,444996,3,1,5/22/12,1610,970,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,56,9
2012,120231127,419820,441210,2,1,5/26/12,1610,970,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,46,5
2012,120348964,431488,432656,2,1,8/11/12,1610,970,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,32,9
2012,120358544,436254,427775,1,1,8/17/12,1610,970,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,75,9
2012,120430979,426198,435589,2,1,10/05/12,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,18,1
2012,120436776,422867,435284,2,1,10/09/12,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,21,3
2012,120466278,430216,434368,2,1,10/25/12,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,25,9
2012,120478122,423191,434661,2,1,11/02/12,1610,970,4,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,32,1
2012,120492660,429432,436004,2,2,11/10/12,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,46,9
2012,120492660,429432,436004,2,2,11/10/12,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,33,9
2012,120522045,430664,434709,2,1,11/30/12,1610,970,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Serious,Male,20,1
2013,130017612,427548,438692,2,2,1/11/13,1610,970,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,38,9
2013,130017612,427548,438692,2,2,1/11/13,1610,970,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,39,9
2013,130058760,433552,435960,2,1,2/08/13,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,53,9
2013,130146251,436144,435325,2,1,4/08/13,1610,970,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,58,9
2013,130157810,429519,434863,2,1,4/16/13,1610,970,3,Dry,Daylight: street lights present,Fine with high winds,Vehicle or pillion passenger,Slight,Female,42,11
2013,130391687,430026,435538,2,3,9/22/13,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,28,9
2013,130391687,430026,435538,2,3,9/22/13,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,5,9
2013,130391687,430026,435538,2,3,9/22/13,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,25,9
2013,130467721,435734,436004,1,1,10/25/13,1610,970,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,21,11
2013,130498821,430206,435177,3,2,12/04/13,1610,970,6,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,78,9
2013,130498821,430206,435177,3,2,12/04/13,1610,970,6,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Male,22,9
2010,10CA0006000,428433,428719,2,1,9/10/10,1609,969,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,33,5
2011,110006003,431884,435681,1,1,1/05/11,1609,969,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,15,9
2011,110449889,429386,425854,2,1,9/30/11,1609,969,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,30,1
2013,130097611,430922,426526,2,1,3/05/13,1609,969,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,36,9
2009,144009,423026,437677,2,2,2/22/09,1608,968,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,5,8
2009,144009,423026,437677,2,2,2/22/09,1608,968,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,5,9
2009,877009,434413,434383,2,2,10/24/09,1608,968,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,48,9
2009,877009,434413,434383,2,2,10/24/09,1608,968,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,72,90
2011,110090855,432524,427553,2,1,2/24/11,1608,968,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,28,9
2013,130142089,427441,438594,1,2,4/05/13,1608,968,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Female,25,9
2013,130142089,427441,438594,1,2,4/05/13,1608,968,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Serious,Female,19,9
2013,130156332,430794,433460,1,1,4/15/13,1608,968,3,Dry,Daylight: street lights present,Fine with high winds,Vehicle or pillion passenger,Slight,Female,27,10
2009,734009,429963,430863,1,1,9/09/09,1607,967,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,19,9
2010,10BA0004341,446361,430910,1,1,6/09/10,1607,967,3,Wet / Damp,Daylight: street lights present,Other,Driver or rider,Slight,Male,27,9
2011,110145972,437127,431083,2,1,3/28/11,1607,967,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,44,9
2011,110230720,422184,441887,3,1,5/20/11,1607,967,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,20,9
2011,110343039,425756,426340,1,5,7/26/11,1607,967,1,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Serious,Male,25,10
2011,110343039,425756,426340,1,5,7/26/11,1607,967,1,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,30,10
2011,110343039,425756,426340,1,5,7/26/11,1607,967,1,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,38,10
2011,110343039,425756,426340,1,5,7/26/11,1607,967,1,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,21,10
2011,110343039,425756,426340,1,5,7/26/11,1607,967,1,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,25,10
2013,130483028,425489,434266,2,1,11/23/13,1607,967,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,32,9
2010,10CA0003055,429952,433130,1,1,4/27/10,1606,966,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,61,8
